Store Name,City,State,Country,Website,Instagram,Email,Phone,Carries Supreme,Carries Hellstar,Carries Godspeed,Last Order Date,Outreach Status,Outreach Channel,Notes,Date Added,Lead Score,Priority Tier,Brands Carried,Score Reasons,Score Breakdown
Envyus Shop,Cape Coral,FL,USA,,,No,No,No,,Not Contacted,Streetwear boutique in Cape Coral.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
RDRNNR Curated,Cape Coral,FL,USA,,,No,No,No,,Not Contacted,Curated streetwear/fashion boutique.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Just Kicks,Cape Coral,FL,USA,,,No,No,No,,Not Contacted,Sneaker shop in Cape Coral.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Jsncustoms,Cape Coral,FL,USA,,,No,No,No,,Not Contacted,Custom streetwear and kicks.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Swag Shop,Gainesville,FL,USA,,,No,No,No,,Not Contacted,Top Gainesville streetwear shop per Yelp.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Hotbins Daytona Beach,Daytona Beach,FL,USA,https://hotbins.com,(386) 333-9190,No,No,No,,Not Contacted,872 N Nova Rd.,,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Duval Kickz,Jacksonville,FL,USA,duvalkickz.com,@duvalkickz,Yes,Yes,Yes,,Not Contacted,"150 Riverside Ave Suite 301, Jacksonville FL 32202. CONFIRMED carries Godspeed + Hellstar. TOP PRIORITY.",,,,,70,B-Tier,,,Contact:30/Brand:15/Market:5/Reach:20
APB Sneaker + Apparel Boutique,Jacksonville,FL,USA,apbstore.com,(904) 619-2987,No,No,No,,Not Contacted,"817 Lomax St, Jacksonville FL 32204. Men's streetwear + sneakers boutique.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Soul2Sole,Jacksonville,FL,USA,,(904) 999-8551,No,No,No,,Not Contacted,"14866 Old St Augustine Rd Ste 106, Jacksonville FL 32258. Buy/sell/trade sneaker shop.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Leveled Up Sneaker Boutique (Jax Beach),Jacksonville Beach,FL,USA,leveledupstore.com,@leveledupjaxbeach,No,No,No,,Not Contacted,"14181 Beach Blvd Suite 3, Jacksonville FL 32250. Buy/Sell/Trade sneakers.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Leveled Up Sneaker Boutique (Orange Park),Orange Park,FL,USA,leveledupstore.com,@leveledupstore,No,No,No,,Not Contacted,"Orange Park Mall, Orange Park FL. Buy/Sell/Trade sneakers & streetwear.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Onassis Krown,Jacksonville,FL,USA,onassiskrown.com,@onassiskrown,No,No,No,,Not Contacted,Jacksonville FL. Streetwear/urban fashion brand with local retail presence.,,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Strange CVLT,Jacksonville,FL,USA,strangecvlt.com,,No,No,No,,Not Contacted,Jacksonville FL area. Alternative/niche streetwear boutique.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
The Hype Section,St. Augustine,FL,USA,,(904) 840-1892,No,No,No,,Not Contacted,"104 Ashourian Ave Ste 104, St. Johns FL 32092. Sneaker boutique near St. Augustine. Sat 11AM-7PM, buy/sell/trade.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
KicksFromFlorida,Gainesville,FL,USA,,@kicksfromflorida,No,No,No,,Not Contacted,Gainesville FL. Student-owned sneaker resell business.,,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
City Gear,Tallahassee,FL,USA,citygear.com,,No,No,No,,Not Contacted,"1215 Apalachee Pkwy Space 270, Tallahassee FL. Urban streetwear chain (Hibbett Sports).",,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Hype Sneakers & Streetwear,Tallahassee,FL,USA,,,No,No,No,,Not Contacted,"Tallahassee FL. Licensed retailer: G-Star, Lacoste, Timberland. High-end sneaker resale. 6 locations.",,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Backstage Boutique,Pensacola,FL,USA,,(850) 607-0292,No,No,No,,Not Contacted,"Cordova Mall, 5100 N 9th Ave, Pensacola FL 32504. High-end sneakers and hype streetwear. Carries Nike, Jordan, Yeezy.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Garden Street Vintage,Pensacola,FL,USA,,@gardenstreetvtg,No,No,No,,Not Contacted,"7 E Gregory St, Pensacola FL 32502. Hand-curated vintage & streetwear. Locally owned.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Coastal Kicks Pensacola,Pensacola,FL,USA,shopcoastalkicks.com,@coastalkickspcola,No,No,No,,Not Contacted,Pensacola FL. Sister location to Fort Walton Beach. Moved to FWB - verify current status.,,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Coastal Kicks,Fort Walton Beach,FL,USA,shopcoastalkicks.com,(850) 200-0699,No,No,No,,Not Contacted,"170 Miracle Strip Pkwy SE, Fort Walton Beach FL 32548. Sneaker & clothing boutique. Connected to @destinhype.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
Awoken Kicks,Panama City Beach,FL,USA,awokenkicks.com,@awoken__kicks,No,No,No,,Not Contacted,"205 Bluefish Drive Suite 100, Panama City Beach FL 32413 (Pier Park). Sneaker/Streetwear/Vintage. Largest selection in the Panhandle.",,,,,30,C-Tier,,,Contact:10/Brand:5/Market:5/Reach:10
The Shops at Amelia Market,Fernandina Beach,FL,USA,,,No,No,No,,Research Needed,Amelia Island/Fernandina Beach FL. Boutique complex downtown. Verify streetwear presence.,,,,,10,C-Tier,,,Contact:0/Brand:5/Market:5/Reach:0
Store Name,City,State,Instagram,Website,Phone,Carries Supreme,Carries Hellstar,Carries Godspeed,Last Order Date,Outreach Status,Notes,,,,,80,A-Tier,,,Contact:30/Brand:25/Market:5/Reach:20
Undefeated - La Brea,Los Angeles,CA,USA,undefeated.com,(323) 937-6077,No,Unknown,No,,Not Contacted,111 S La Brea Ave LA 90036,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Undefeated - Silver Lake,Los Angeles,CA,USA,undefeated.com,(323) 668-1315,No,Unknown,No,,Not Contacted,3827 Sunset Blvd LA 90026,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Undefeated - UACTP,Los Angeles,CA,USA,undefeated.com,(213) 354-4042,No,Unknown,No,,Not Contacted,2200 Beverly Blvd LA 90057,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Undefeated - Santa Monica,Santa Monica,CA,USA,undefeated.com,(310) 399-4195,No,Unknown,No,,Not Contacted,2654 Main St #B Santa Monica 90405,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Undefeated - Glendale,Glendale,CA,USA,undefeated.com,(818) 696-2751,No,Unknown,No,,Not Contacted,114 N Brand Blvd Unit C Glendale 91203,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Blends - Downtown LA,Los Angeles,CA,USA,blendsus.com,(714) 477-0628,No,Unknown,No,,Not Contacted,1218 S Flower St DTLA | contact@blendsus.com,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Blends - Costa Mesa,Costa Mesa,CA,USA,blendsus.com,(714) 477-0628,No,Unknown,No,,Not Contacted,Costa Mesa CA | contact@blendsus.com,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Blends - San Diego,San Diego,CA,USA,blendsus.com,(714) 477-0628,No,Unknown,No,,Not Contacted,San Diego CA | contact@blendsus.com,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Supreme Los Angeles,Los Angeles,CA,USA,supreme.com,@supremenewyork,Yes,No,No,,Not Contacted,439 N Fairfax Ave LA 90036,,,,,72,B-Tier,,,Contact:22/Brand:5/Market:25/Reach:20
Brain Dead,Los Angeles,CA,USA,braindead.world,@braindead,No,Unknown,No,,Not Contacted,927 N Fairfax Ave LA 90046,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
The Hundreds,Los Angeles,CA,USA,thehundreds.com,@thehundreds,No,Unknown,No,,Not Contacted,7909 Rosewood Ave LA 90048,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Born x Raised,Los Angeles,CA,USA,bxr.la,@bornxraised,No,Unknown,No,,Not Contacted,4637 Hollywood Blvd LA 90027,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Pleasures,Los Angeles,CA,USA,pleasures.us,@pleasures,No,Unknown,No,,Not Contacted,7969 Santa Monica Blvd LA 90046,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Babylon LA,Los Angeles,CA,USA,babylonla.com,@babylonla,No,Unknown,No,,Not Contacted,1026 S Fairfax Ave LA 90019,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Stussy Chapter LA,Los Angeles,CA,USA,stussy.com,@stussy,No,Unknown,No,,Not Contacted,408 N Fairfax Ave LA 90036,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Sportie LA,Los Angeles,CA,USA,sportiela.com,(323) 655-3137,No,Unknown,No,,Not Contacted,7753 Melrose Ave LA 90046,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
H Lorenzo,West Hollywood,CA,USA,hlorenzo.com,(310) 855-0030,No,Unknown,No,,Not Contacted,8660 Sunset Blvd WeHo 90069,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
The Webster LA,Los Angeles,CA,USA,thewebster.us,(323) 272-1165,No,Unknown,No,,Not Contacted,8820 Melrose Ave LA 90069,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
424,Los Angeles,CA,USA,424online.com,@424,No,Unknown,No,,Not Contacted,424 W Olympic Blvd LA 90015,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Stampd,Los Angeles,CA,USA,stampd.com,@stampd,No,Unknown,No,,Not Contacted,Los Angeles CA,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Round Two Vintage,Los Angeles,CA,USA,roundtwovintage.com,@roundtwovintage,No,Unknown,No,,Not Contacted,1214 N Highland Ave Hollywood 90038,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
American Rag Cie,Los Angeles,CA,USA,amrag.com,@americanragcie,No,Unknown,No,,Not Contacted,150 S La Brea Ave LA 90036,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Carre WeHo,West Hollywood,CA,USA,carrewh.com,@carrewh,No,Unknown,No,,Not Contacted,West Hollywood CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Chrome Hearts LA,West Hollywood,CA,USA,chromehearts.com,(310) 659-8625,No,Unknown,No,,Not Contacted,931 N Fairfax Ave WeHo 90046,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
CLSC LA,Los Angeles,CA,USA,clscworldwide.com,@clscworldwide,No,Unknown,No,,Not Contacted,California streetwear brand,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Crooks & Castles,Los Angeles,CA,USA,crooksncastles.com,@crooksncastles,No,Unknown,No,,Not Contacted,LA streetwear brand retail,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
LRG,Los Angeles,CA,USA,lrgclothing.com,@lrgclothing,No,Unknown,No,,Not Contacted,Lifted Research Group - LA streetwear,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
BAIT,Los Angeles,CA,USA,baitme.com,@baitme,No,Unknown,No,,Not Contacted,support@baitme.com | Anime streetwear,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Off The Hook SD,San Diego,CA,USA,offthehooksd.com,(619) 291-2099,No,Unknown,No,,Not Contacted,3776 5th Ave San Diego 92103,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Social Status San Diego,San Diego,CA,USA,socialstatusshop.com,@socialstatusshop,No,Unknown,No,,Not Contacted,San Diego CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Anchor & Bridge,San Diego,CA,USA,anchorandbridge.com,(619) 255-3690,No,Unknown,No,,Not Contacted,4050 Voltaire St San Diego 92107,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Bodega Skateboards SD,San Diego,CA,USA,,(619) 544-1516,No,Unknown,No,,Not Contacted,San Diego CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Endemic Surf SD,San Diego,CA,USA,endemicsurf.com,(619) 334-7873,No,Unknown,No,,Not Contacted,San Diego CA | Surf + streetwear,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
HUF San Francisco,San Francisco,CA,USA,hufworldwide.com,(415) 551-0383,No,Unknown,No,,Not Contacted,924 Valencia St SF 94110 | support@hufworldwide.com,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Stussy Chapter SF,San Francisco,CA,USA,stussy.com,@stussy,No,Unknown,No,,Not Contacted,2300 Fillmore St SF 94115,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
FTC Skateboarding,San Francisco,CA,USA,ftcskate.com,(415) 553-8900,No,Unknown,No,,Not Contacted,1632 Haight St SF 94117,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Upper Playground SF,San Francisco,CA,USA,upperplayground.com,@upperplayground,No,Unknown,No,,Not Contacted,220 Fillmore St SF 94117,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
DLX Superfunk,San Francisco,CA,USA,dlxsf.com,(415) 626-1627,No,Unknown,No,,Not Contacted,1831 Market St SF 94103,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Archive SF,San Francisco,CA,USA,archivesf.com,(415) 861-2004,No,Unknown,No,,Not Contacted,San Francisco CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Kicks Lab SF,San Francisco,CA,USA,kickslab.com,@kickslab,No,Unknown,No,,Not Contacted,San Francisco CA | Japanese sneaker boutique,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Wasteland SF,San Francisco,CA,USA,shopwasteland.com,(415) 863-3150,No,Unknown,No,,Not Contacted,1660 Haight St SF 94117,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Round Two SF,San Francisco,CA,USA,roundtwovintage.com,@roundtwovintage,No,Unknown,No,,Not Contacted,San Francisco CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sneaker Politics Oakland,Oakland,CA,USA,sneakerpolitics.com,@sneakerpolitics,No,Unknown,No,,Not Contacted,Oakland CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
BnB Kicks Oakland,Oakland,CA,USA,,(510) 452-0100,No,Unknown,No,,Not Contacted,Oakland CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Shoe Game Oakland,Oakland,CA,USA,,@shoegameoakland,No,Unknown,No,,Not Contacted,Oakland CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Oaktown Kicks,Oakland,CA,USA,,@oaktownkicks,No,Unknown,No,,Not Contacted,Oakland CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sole Supremacy,San Jose,CA,USA,solesupremacy.com,(408) 800-4950,No,Unknown,No,,Not Contacted,San Jose CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
West Coast Kicks,San Jose,CA,USA,,@westcoastkicks,No,Unknown,No,,Not Contacted,San Jose CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Solestop Sacramento,Sacramento,CA,USA,solestop.com,@solestop,No,Unknown,No,,Not Contacted,Sacramento CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sole Addicts,Sacramento,CA,USA,soleaddicts.com,@soleaddicts,No,Unknown,No,,Not Contacted,Sacramento CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Kicks and Threads,Sacramento,CA,USA,,@kicksandthreadsca,No,Unknown,No,,Not Contacted,Sacramento CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sneaker Junkies,Fresno,CA,USA,,@sneakerjunkies,No,Unknown,No,,Not Contacted,Fresno CA,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Heat Wave CV,Fresno,CA,USA,,@heatwavecv,No,Unknown,No,,Not Contacted,Fresno CA | Central Valley streetwear,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
GOAT Los Angeles,Los Angeles,CA,USA,goat.com,@goatapp,No,Unknown,No,,Not Contacted,Culver City/LA | Sneaker marketplace,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Shoe City LA,Los Angeles,CA,USA,shoecityusa.com,@shoecityusa,No,Unknown,No,,Not Contacted,Multiple LA locations,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Vans Venice Beach,Venice Beach,CA,USA,vans.com,(310) 305-9940,No,Unknown,No,,Not Contacted,1800 Pacific Ave Venice 90291,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Carnival Shoes,Los Angeles,CA,USA,carnivalshoes.com,(323) 936-4220,No,Unknown,No,,Not Contacted,5452 W Pico Blvd LA 90019,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Hoop City,Los Angeles,CA,USA,,(323) 731-9008,No,Unknown,No,,Not Contacted,Los Angeles CA,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Kitson Beverly Hills,Beverly Hills,CA,USA,shopkitson.com,(310) 859-2652,No,Unknown,No,,Not Contacted,115 S Robertson Blvd BH 90048,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Fred Segal Santa Monica,Santa Monica,CA,USA,fredsegal.com,(310) 256-6110,No,Unknown,No,,Not Contacted,420 Broadway Santa Monica 90401,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
New Era Flagship LA,Los Angeles,CA,USA,neweracap.com,(213) 683-0970,No,Unknown,No,,Not Contacted,700 S Grand Ave LA 90017,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Proper Footwear Long Beach,Long Beach,CA,USA,proper.la,(562) 433-1500,No,Unknown,No,,Not Contacted,241 Pine Ave Long Beach 90802,,,,,38,C-Tier,,,Contact:18/Brand:5/Market:5/Reach:10
Sole Collector LA,Los Angeles,CA,USA,solecollector.com,@solecollector,No,Unknown,No,,Not Contacted,Los Angeles CA,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
The RealReal LA,Los Angeles,CA,USA,therealreal.com,(888) 737-4273,No,Unknown,No,,Not Contacted,Multiple CA | Luxury consignment,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Cross Colours LA,Los Angeles,CA,USA,crosscolours.com,@crosscolours,No,Unknown,No,,Not Contacted,Iconic LA streetwear flagship,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Gauntlet Gallery,Los Angeles,CA,USA,,(323) 904-9039,No,Unknown,No,,Not Contacted,LA art-inspired streetwear gallery,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
UNIF LA,Los Angeles,CA,USA,unif.com,@unif,No,Unknown,No,,Not Contacted,Alternative/dark streetwear boutique,,,,,58,B-Tier,,,Contact:18/Brand:5/Market:25/Reach:10
Store Name,City,State,Instagram,Website,Phone,Carries Supreme,Carries Hellstar,Carries Godspeed,Last Order Date,Outreach Status,Notes,,,,,80,A-Tier,,,Contact:30/Brand:25/Market:5/Reach:20
Feature LV Chinatown,Las Vegas,NV,USA,https://feature.com,(702) 489-6060,No,No,Prospect,,Not Contacted,3735 W Spring Mountain Rd #205 Las Vegas NV 89102,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Feature at Wynn Las Vegas,Las Vegas,NV,USA,https://feature.com,(702) 770-7000,No,No,Prospect,,Not Contacted,3131 S Las Vegas Blvd Suite 206 Las Vegas NV 89109,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Fruition Las Vegas,Las Vegas,NV,USA,https://www.fruitionlv.com,(702) 202-0170,No,No,Prospect,,Not Contacted,Chinatown area Las Vegas NV. Est 2005. Exclusive streetwear/sneaker boutique,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Urban Necessities Las Vegas,Las Vegas,NV,USA,https://urbannecessities.com,(702) 570-0005,No,No,Prospect,,Not Contacted,7465 S Rainbow Blvd Las Vegas NV 89139,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
BAIT Las Vegas,Las Vegas,NV,USA,https://www.baitme.com,(702) 589-2248,No,No,Prospect,,Not Contacted,Las Vegas NV. Street culture boutique anime collabs,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Waves Las Vegas,Las Vegas,NV,USA,https://wearewaves.com,(702) 425-9350,No,No,Prospect,,Not Contacted,4000 S Eastern Ave Las Vegas NV 89119,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Keep New York Everywhere LV,Las Vegas,NV,USA,https://keepnewyorkeverywhere.com,(702) 998-6969,No,No,Prospect,,Not Contacted,Chinatown Plaza Las Vegas NV. NY-inspired streetwear,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
DTLV Collective,Las Vegas,NV,USA,https://dtlvcollective.com,(702) 830-4920,No,No,Prospect,,Not Contacted,Downtown Las Vegas. Streetwear art collective,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Hype Exclusive LV,Las Vegas,NV,USA,,(702) 333-3545,No,No,Prospect,,Not Contacted,Chinatown area Las Vegas NV. Independent streetwear/sneaker,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
LV Kicks 702,Las Vegas,NV,USA,,(702) 560-4330,No,No,Prospect,,Not Contacted,Las Vegas NV. Limited release sneakers,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Feature Summerlin,Summerlin,NV,USA,https://feature.com,(702) 489-6070,No,No,Prospect,,Not Contacted,1980 Festival Plaza Dr Las Vegas NV 89135,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Kicks Henderson,Henderson,NV,USA,,(702) 450-8880,No,No,Prospect,,Not Contacted,Henderson NV. Independent sneaker boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Fresh Kicks North Las Vegas,North Las Vegas,NV,USA,,(702) 642-0900,No,No,Prospect,,Not Contacted,North Las Vegas NV. Sneaker/streetwear boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Sneaker Pawn Reno,Reno,NV,USA,,(775) 200-5290,No,No,Prospect,,Not Contacted,Reno NV. Sneaker consignment boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Limited Reno,Reno,NV,USA,,(775) 287-0434,No,No,Prospect,,Not Contacted,Reno NV. Streetwear boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Kicks Paradise LV,Paradise,NV,USA,,(702) 438-4242,No,No,Prospect,,Not Contacted,Paradise NV Las Vegas area. Streetwear boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Vintage 702 Las Vegas,Las Vegas,NV,USA,,@vintage702lv,No,No,Prospect,,Not Contacted,Las Vegas NV. Vintage/streetwear boutique,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Sole Food Vegas,Las Vegas,NV,USA,,(702) 388-8040,No,No,Prospect,,Not Contacted,Las Vegas NV. Sneaker/streetwear boutique,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
WaveRunner LV,Las Vegas,NV,USA,,(702) 755-3370,No,No,Prospect,,Not Contacted,Las Vegas NV. Streetwear collective,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Trophy Room Vegas,Las Vegas,NV,USA,https://trophyroomstore.com,@trophyroomstore,No,No,Prospect,,Not Contacted,Las Vegas NV. Premium sneaker/streetwear,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
OFF-WHITE Las Vegas Forum,Las Vegas,NV,USA,https://www.off---white.com,@off____white,No,No,Prospect,,Not Contacted,3200 Las Vegas Blvd S Las Vegas NV 89109. Forum Shops,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Sneaker Plug Vegas,Las Vegas,NV,USA,,@sneakerplugvegas,No,No,Prospect,,Not Contacted,Las Vegas NV. Resale/boutique sneaker shop,,,,,50,B-Tier,,,Contact:10/Brand:15/Market:15/Reach:10
Street Force ABQ,Albuquerque,NM,USA,,(505) 875-0450,No,No,Prospect,,Not Contacted,3600 Osuna Rd NE Albuquerque NM 87109. Streetwear boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Vault ABQ,Albuquerque,NM,USA,,(505) 433-9090,No,No,Prospect,,Not Contacted,Albuquerque NM. Sneaker/streetwear boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Culture ABQ 505,Albuquerque,NM,USA,,(505) 503-4455,No,No,Prospect,,Not Contacted,Albuquerque NM. Streetwear boutique,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
ABQ Kicks,Albuquerque,NM,USA,,(505) 884-5300,No,No,Prospect,,Not Contacted,Albuquerque NM. Independent sneaker shop,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
Urban Threads Nob Hill ABQ,Albuquerque,NM,USA,,(505) 265-5700,No,No,Prospect,,Not Contacted,Nob Hill Albuquerque NM 87106. Streetwear/lifestyle,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
The Shop ABQ,Albuquerque,NM,USA,,(505) 314-0780,No,No,Prospect,,Not Contacted,Albuquerque NM. Streetwear accessories lifestyle,,,,,40,C-Tier,,,Contact:10/Brand:15/Market:5/Reach:10
